"SKU";"stock"
"8432377128650";"0"
"8432377128667";"6"
"8432377128674";"4"
"8432377128704";"20"
"8432377128711";"7"
"8432377128728";"0"
"8432377128735";"16"
"8432377128827";"9"
"8432377128841";"12"
"8432377128858";"0"
"8432377128865";"20"
"8432377128872";"0"
"8432377128889";"20"
"8432377128896";"20"
"8432377128902";"20"
"8432377128919";"11"
"8432377128926";"20"
"8432377128933";"20"
"8432377128940";"20"
"8432377128957";"20"
"8432377128964";"20"
"8432377128971";"20"
"8432377128988";"8"
"8432377128995";"20"
"8432377135207";"20"
"8432377138277";"10"
"8432377143295";"20"
"8432377143301";"11"
"8432377143318";"0"
"8432377143349";"0"
"8432377143370";"0"
"8432377143387";"0"
"8432377143394";"0"
"8432377143417";"20"
"8432377143424";"20"
"8432377143431";"15"
"8432377143448";"1"
"8432377151566";"15"
"8432377151573";"7"
"8432377151580";"0"
"8432377151603";"0"
"8432377151610";"0"
"8432377151627";"0"
"8432377151641";"17"
"8432377151658";"0"
"8432377151665";"20"
"8432377151689";"13"
"8432377151696";"18"
"8432377151702";"0"
"8432377159609";"15"
"8432377159616";"20"
"8432377159623";"5"
"8432377164887";"0"
"8432377164931";"0"
"8432377164948";"0"
"8432377164955";"0"
"8432377164962";"0"
"8432377168366";"9"
"8432377168373";"2"
"8432377168380";"14"
"8432377168397";"0"
"8432377174060";"20"
"8432377174084";"20"
"8432377174107";"20"
"8432377174114";"19"
"8432377174121";"20"
"8432377174138";"20"
"8432377174145";"20"
"8432377180979";"13"
"8432377180986";"20"
"8432377180993";"20"
"8432377181006";"20"
"8432377181013";"20"
"8432377181020";"20"
"8432377181037";"6"
"8432377181044";"20"
"8432377181051";"20"
"8432377181068";"20"
"8432377186766";"20"
"8432377186797";"0"
"8432377186803";"20"
"8432377186810";"1"
"8432377186827";"13"
"8432377186834";"0"
"8432377186858";"20"
"8432377187787";"0"
"8432377187794";"0"
"8432377187800";"0"
"8432377187817";"0"
"8432377187824";"0"
"8432377187831";"0"
"8432377187848";"0"
"8432377187855";"0"
"8432377187862";"0"
"8432377187879";"0"
"8432377193481";"5"
"8432377193498";"4"
"8432377193504";"1"
"8432377231275";"20"
"8432377231282";"13"
"8432377231299";"1"
"8432377231305";"20"
"8432377231312";"0"
"8432377231381";"20"
"8432377231398";"20"
"8432377231404";"20"
"8432377231411";"20"
"8432377240222";"20"
"8432377240239";"20"
"8432377240246";"20"
"8432377240253";"20"
"8432377240260";"20"
"8432377250917";"20"
"8432377255837";"0"
"8432377255868";"5"
"8432377280075";"20"
"8432377280082";"20"
"8432377300094";"4"
"8432377300100";"20"
"8432377300117";"10"
"8432377300124";"20"
"8432377300131";"6"
"8432377310611";"20"
"8432377314077";"20"
"8432377341387";"20"
"8432377341394";"20"
"8432377341400";"20"
"8432377345224";"20"
"8432377345231";"20"
"8432377345293";"20"
"8432377345309";"20"
"8432377345316";"20"
"8432377346832";"300"
"8432377346849";"300"
"8432377346856";"168"
