"SKU";"stock"
"8432377346863";"292"
"8432377354233";"20"
"8432377354837";"20"
"8432377354851";"3"
"8432377357746";"20"
"8432377357753";"20"
"8432377357760";"20"
"8432377357791";"20"
"8432377357807";"20"
"8432377357814";"0"
"8432377357821";"0"
"8432377364348";"2"
"8432377364355";"7"
"8432377364362";"1"
"8432377368612";"7"
"8432377368629";"20"
"8432377373593";"9"
"8432377376433";"20"
"8432377376440";"20"
"8432377390804";"0"
"8432377390811";"0"
"8432377390828";"0"
"8432377390835";"20"
"8432377396134";"19"
"8432377396141";"13"
"8432377397247";"20"
"8432377402217";"0"
"8432377402231";"0"
"8432377402378";"3"
"8432377402699";"0"
"8432377406215";"20"
"8432377406246";"20"
"8432377406253";"20"
"8432377406260";"20"
"8432377409285";"20"
"8432377409599";"20"
"8432377409605";"20"
"8432377411714";"20"
"8432377414869";"10"
"8432377415149";"20"
"8432377415156";"20"
"8432377415163";"20"
"8432377415170";"6"
"8432377415187";"20"
"8432377415194";"6"
"8432377417020";"20"
"8432377419352";"20"
"8432377424943";"0"
"8432377424974";"8"
"8432377425001";"7"
"8432377425209";"0"
"8432377425353";"2"
"8432377425452";"13"
"8432377426336";"20"
"8432377427142";"20"
"8432377429184";"11"
"8432377429191";"8"
"8432377429207";"6"
"8432377429214";"0"
"8432377429221";"12"
"8432377429238";"12"
"8432377429252";"15"
"8432377429269";"19"
"8432377429283";"11"
"8432377429290";"9"
"8432377431910";"0"
"8432377432078";"3"
"8432377432085";"3"
"8432377432139";"17"
"8432377432146";"7"
"8432377436571";"20"
"8432377437318";"0"
"8432377441612";"1"
"8432377441766";"20"
"8432377441773";"0"
"8432377441780";"20"
"8432377441797";"20"
"8432377441803";"20"
"8432377441810";"17"
"8432377447287";"7"
"8432377447393";"5"
"8432377447423";"13"
"8432377450928";"5"
"8432377451482";"0"
"8432377451529";"5"
"8432377451543";"0"
"8432377451550";"2"
"8432377451604";"0"
"8432377451611";"18"
"8432377451628";"0"
"8432377451635";"20"
"8432377453059";"1"
"8432377454414";"0"
"8432377456708";"15"
"8432377457446";"6"
"8432377459310";"8"
"8432377459327";"6"
"8432377459341";"0"
"8432377459358";"0"
"8432377459372";"14"
"8432377459389";"20"
"8432377460033";"3"
"8432377460347";"6"
"8432377461276";"20"
"8432377461283";"20"
"8432377461290";"20"
"8432377461306";"300"
"8432377461634";"8"
"8432377461818";"2"
"8432377464772";"0"
"8432377464826";"1"
"8432377464888";"0"
"8432377465267";"6"
"8432377465380";"0"
"8432377465410";"0"
"8432377465717";"0"
"8432377465724";"3"
"8432377465762";"20"
"8432377465779";"20"
"8432377465786";"20"
"8432377465793";"4"
"8432377465809";"4"
"8432377465823";"1"
"8432377465830";"14"
"8432377465847";"8"
"8432377465854";"8"
"8432377465861";"8"
"8432377465878";"0"
"8432377465939";"1"
"8432377466080";"1"
"8432377466110";"6"
"8432377468190";"12"
"8432377468206";"0"
"8432377468213";"0"
"8432377468220";"0"
"8432377468237";"1"
"8432377468244";"6"
"8432377468251";"0"
"8432377468268";"6"
"8432377468282";"2"
"8432377468299";"8"
"8432377468305";"0"
"8432377468312";"11"
"8432377468343";"20"
"8432377469319";"6"
"8432377469678";"14"
"8432377469692";"20"
"8432377470056";"12"
"8432377470391";"5"
"8432377470414";"19"
"8432377471152";"7"
"8432377471299";"20"
"8432377471343";"9"
"8432377471350";"20"
"8432377471367";"3"
"8432377471374";"20"
"8432377471381";"20"
"8432377471404";"20"
"8432377471411";"20"
"8432377471473";"8"
"8432377471558";"0"
"8432377472869";"2"
"8432377473149";"14"
"8432377473156";"3"
"8432377473163";"0"
"8432377473347";"0"
"8432377473361";"0"
"8432377473460";"7"
"8432377473484";"1"
"8432377473491";"0"
"8432377473590";"1"
"8432377474108";"3"
"8432377474115";"15"
"8432377474122";"4"
"8432377474146";"2"
"8432377474153";"0"
"8432377474177";"0"
"8432377474184";"0"
"8432377474207";"8"
"8432377474214";"5"
"8432377474245";"0"
"8432377474344";"5"
"8432377474351";"0"
"8432377474368";"0"
"8432377474764";"6"
"8432377474771";"4"
"8432377474788";"17"
"8432377474795";"0"
"8432377474801";"10"
"8432377474818";"2"
"8432377474979";"13"
"8432377474986";"8"
"8432377474993";"11"
"8432377475006";"0"
"8432377475013";"20"
"8432377475037";"0"
"8432377475068";"3"
"8432377475099";"1"
"8432377475266";"0"
"8432377475297";"5"
"8432377475464";"20"
"8432377475471";"20"
"8432377475488";"0"
"8432377475495";"0"
"8432377484305";"2"
"8432377484510";"6"
"8432377484534";"15"
"8432377484824";"0"
"8432377484831";"11"
"8432377484879";"1"
"8432377484954";"20"
"8432377484978";"4"
"8432377485029";"7"
"8432377486101";"13"
"8432377487658";"0"
"8432377487894";"4"
"8432377487900";"0"
"8432377487917";"0"
"8432377487924";"0"
"8432377487979";"0"
"8432377487986";"1"
"8432377488280";"0"
"8432377488631";"4"
"8432377488662";"0"
"8432377488952";"9"
"8432377488969";"0"
"8432377488990";"6"
"8432377489034";"3"
"8432377489928";"0"
"8432377489935";"0"
"8432377489942";"0"
"8432377490061";"0"
"8432377490139";"13"
"8432377490153";"6"
"8432377490313";"0"
"8432377490450";"0"
"8432377490467";"0"
"8432377490474";"0"
"8432377490481";"0"
"8432377490498";"10"
"8432377490627";"1"
"8432377491136";"4"
"8432377491723";"1"
"8432377491778";"10"
"8432377491884";"1"
"8432377495912";"0"
"8432377496919";"0"
"8432377496926";"20"
"8432377496933";"18"
"8432377496940";"0"
"8432377496957";"1"
"8432377496964";"0"
"8432377496971";"0"
"8432377496988";"20"
"8432377496995";"20"
"8432377497008";"0"
"8432377497015";"0"
"8432377497022";"0"
"8432377497039";"0"
"8432377497046";"1"
"8432377497053";"0"
"8432377497060";"0"
"8432377497077";"0"
"8432377497084";"18"
"8432377497701";"7"
"8432377498753";"1"
"8432377498777";"5"
"8432377498807";"0"
"8432377498814";"0"
"8432377498883";"20"
"8432377499200";"0"
"8432377499217";"0"
"8432377499255";"5"
"8432377499651";"2"
"8432377499934";"0"
"8432377500067";"0"
"8432377500227";"9"
"8432377500296";"13"
"8432377500319";"5"
"8432377500401";"16"
"8432377500494";"6"
"8432377500579";"13"
"8432377500654";"1"
"8432377500692";"7"
"8432377500739";"20"
"8432377500753";"1"
"8432377500760";"2"
"8432377500777";"13"
"8432377500883";"16"
"8432377501071";"1"
"8432377501101";"16"
"8432377501217";"3"
"8432377501613";"3"
"8432377501774";"20"
"8432377502238";"5"
"8432377502245";"2"
"8432377502276";"18"
"8432377502313";"11"
"8432377502351";"20"
"8432377502368";"6"
"8432377502825";"1"
"8432377502931";"0"
"8432377502948";"0"
"8432377503037";"0"
"8432377503051";"0"
"8432377503068";"0"
"8432377503075";"0"
"8432377503174";"0"
"8432377503181";"0"
"8432377503198";"0"
"8432377503204";"3"
"8432377503228";"0"
"8432377503259";"0"
"8432377503280";"0"
"8432377503297";"0"
"8432377503303";"0"
"8432377503310";"0"
"8432377503334";"20"
"8432377503341";"20"
"8432377503365";"20"
"8432377503372";"20"
"8432377503396";"20"
"8432377503402";"20"
"8432377503426";"20"
"8432377503433";"20"
"8432377503563";"5"
"8432377503570";"8"
"8432377503587";"6"
"8432377503594";"0"
"8432377503600";"1"
"8432377503617";"3"
"8432377503655";"0"
"8432377503662";"4"
"8432377503815";"4"
"8432377503853";"1"
"8432377503860";"0"
"8432377503907";"0"
"8432377503914";"0"
"8432377503952";"9"
"8432377503969";"0"
"8432377503976";"15"
"8432377503983";"9"
"8432377503990";"19"
"8432377504003";"10"
"8432377504010";"8"
"8432377504027";"0"
"8432377504034";"4"
"8432377504102";"8"
"8432377504126";"5"
"8432377504133";"1"
"8432377504140";"6"
"8432377504157";"0"
"8432377504225";"2"
"8432377504249";"0"
"8432377504263";"0"
"8432377504270";"0"
"8432377504287";"4"
"8432377504300";"9"
"8432377504317";"1"
"8432377504324";"0"
"8432377504331";"0"
"8432377504355";"5"
"8432377504362";"8"
"8432377504379";"3"
"8432377504386";"17"
"8432377504393";"7"
"8432377504409";"15"
"8432377504416";"0"
"8432377504423";"0"
"8432377504430";"0"
"8432377504447";"0"
"8432377504454";"0"
"8432377504461";"0"
"8432377504492";"0"
"8432377504522";"0"
"8432377504539";"4"
"8432377504553";"2"
"8432377504706";"0"
"8432377504775";"1"
"8432377504867";"1"
"8432377504935";"3"
"8432377505208";"3"
"8432377505222";"7"
"8432377505260";"20"
"8432377505277";"1"
"8432377505291";"11"
"8432377505314";"14"
"8432377505352";"20"
"8432377505376";"1"
"8432377505383";"9"
"8432377505406";"10"
"8432377505413";"3"
"8432377505444";"20"
"8432377505451";"20"
"8432377505468";"6"
"8432377505475";"13"
"8432377505482";"14"
"8432377505499";"15"
"8432377505505";"20"
"8432377505512";"20"
"8432377505536";"20"
"8432377505574";"20"
"8432377505581";"20"
"8432377505598";"20"
"8432377505604";"20"
"8432377505611";"20"
"8432377505628";"20"
"8432377505635";"20"
"8432377505642";"20"
"8432377505659";"20"
"8432377505666";"20"
"8432377505673";"0"
"8432377505680";"0"
"8432377505697";"20"
"8432377505703";"20"
"8432377505710";"20"
"8432377505727";"9"
"8432377505734";"0"
"8432377505741";"2"
"8432377505758";"0"
"8432377505765";"13"
"8432377505772";"19"
"8432377505789";"20"
"8432377505796";"20"
"8432377505802";"20"
"8432377505819";"20"
"8432377505826";"20"
"8432377505833";"18"
"8432377505840";"20"
"8432377505857";"9"
"8432377505864";"10"
"8432377505871";"20"
"8432377505888";"19"
"8432377505895";"13"
"8432377505918";"1"
"8432377505963";"0"
"8432377505970";"20"
"8432377505987";"20"
"8432377505994";"20"
"8432377506007";"20"
"8432377506014";"20"
"8432377506021";"20"
"8432377506038";"20"
"8432377506045";"20"
"8432377506052";"20"
"8432377506069";"10"
"8432377506076";"0"
"8432377506106";"11"
"8432377506113";"16"
"8432377506465";"1"
"8432377506762";"1"
"8432377506830";"5"
"8432377506977";"1"
"8432377507219";"3"
"8432377507417";"1"
"8432377507813";"0"
"8432377507820";"1"
"8432377510882";"20"
"8432377510899";"15"
"8432377511995";"1"
"8432377512084";"20"
"8432377512107";"9"
"8432377512503";"15"
"8432377512527";"6"
"8432377512923";"17"
"8432377512947";"13"
"8432377513340";"13"
"8432377513364";"18"
"8432377514347";"20"
"8432377514392";"16"
"8432377514408";"20"
"8432377514446";"20"
"8432377514453";"16"
"8432377514460";"3"
"8432377514491";"3"
"8432377514507";"0"
"8432377514521";"16"
"8432377514583";"14"
"8432377515351";"0"
"8432377515627";"7"
"8432377515672";"1"
"8432377515733";"1"
"8432377515771";"0"
"8432377516181";"5"
"8432377516198";"0"
"8432377516204";"4"
"8432377516242";"0"
"8432377516259";"0"
"8432377516372";"0"
"8432377516457";"17"
"8432377516464";"17"
"8432377516471";"16"
"8432377516488";"9"
"8432377516495";"7"
"8432377516501";"7"
"8432377516518";"13"
"8432377516525";"10"
"8432377516532";"0"
"8432377516549";"0"
"8432377516556";"7"
"8432377516563";"7"
"8432377516587";"3"
"8432377516631";"1"
"8432377516839";"15"
"8432377516846";"17"
"8432377516853";"15"
"8432377516860";"9"
"8432377516877";"11"
"8432377516884";"6"
"8432377516891";"5"
"8432377516907";"10"
"8432377516914";"7"
"8432377520676";"1"
"8432377520683";"2"
"8432377520690";"3"
"8432377520706";"2"
"8432377520744";"7"
"8432377520751";"3"
"8432377520768";"2"
"8432377520836";"12"
"8432377520843";"10"
"8432377520850";"6"
"8432377521116";"2"
"8432377521147";"20"
"8432377521154";"12"
"8432377521260";"13"
"8432377521277";"5"
"8432377521284";"7"
"8432377521291";"5"
"8432377521307";"5"
"8432377521314";"6"
"8432377521338";"20"
"8432377521345";"20"
"8432377521352";"20"
"8432377521369";"19"
"8432377521468";"1"
"8432377521499";"1"
"8432377523523";"0"
"8432377523851";"11"
"8432377523875";"7"
"8432377523943";"6"
"8432377523998";"6"
"8432377524087";"17"
"8432377524223";"14"
"8432377524292";"20"
"8432377524308";"9"
"8432377524346";"0"
"8432377524421";"20"
"8432377524438";"20"
"8432377524445";"20"
"8432377524452";"20"
"8432377524469";"17"
"8432377524490";"9"
"8432377524506";"19"
"8432377524520";"0"
"8432377524537";"14"
"8432377524544";"20"
"8432377524551";"20"
"8432377524568";"20"
"8432377524575";"20"
"8432377524599";"0"
"8432377524605";"20"
"8432377524612";"16"
"8432377524629";"14"
"8432377524636";"20"
"8432377524643";"20"
"8432377524698";"20"
"8432377524704";"0"
"8432377524742";"7"
"8432377524827";"14"
"8432377524834";"0"
"8432377524841";"16"
"8432377524858";"0"
"8432377524865";"0"
"8432377524896";"17"
"8432377524902";"15"
"8432377524926";"0"
"8432377524933";"5"
"8432377524940";"20"
"8432377524957";"20"
"8432377524964";"20"
"8432377524971";"20"
"8432377524995";"0"
"8432377525008";"11"
"8432377525015";"0"
"8432377525022";"6"
"8432377525039";"20"
"8432377525046";"20"
"8432377525336";"3"
"8432377526272";"9"
"8432377526289";"9"
"8432377526296";"5"
"8432377526302";"3"
"8432377526487";"20"
"8432377526593";"10"
"8432377526722";"9"
"8432377526746";"4"
"8432377526753";"0"
"8432377526777";"3"
"8432377526821";"5"
"8432377526838";"10"
"8432377526852";"12"
"8432377526876";"1"
"8432377527040";"5"
"8432377527057";"2"
"8432377527071";"20"
"8432377527095";"7"
"8432377527118";"5"
"8432377527125";"20"
"8432377527132";"15"
"8432377527149";"20"
"8432377527156";"17"
"8432377527163";"13"
"8432377527187";"14"
"8432377527194";"20"
"8432377527217";"20"
"8432377527224";"20"
"8432377527293";"3"
"8432377527378";"5"
"8432377527392";"16"
"8432377527439";"1"
"8432377527446";"1"
"8432377527514";"3"
"8432377527590";"5"
"8432377527613";"15"
"8432377527675";"7"
"8432377527750";"2"
"8432377527804";"14"
"8432377527835";"2"
"8432377527866";"3"
"8432377528009";"0"
"8432377528023";"0"
"8432377528047";"0"
"8432377528054";"0"
"8432377528061";"0"
"8432377528078";"0"
"8432377528085";"0"
"8432377528092";"0"
"8432377528139";"0"
"8432377528146";"0"
"8432377528153";"0"
"8432377528160";"8"
"8432377528177";"10"
"8432377528184";"9"
"8432377528191";"10"
"8432377528207";"0"
"8432377528214";"0"
"8432377528221";"2"
"8432377528238";"0"
"8432377528245";"0"
"8432377528269";"1"
"8432377528276";"0"
"8432377528283";"4"
"8432377528290";"6"
"8432377528306";"4"
"8432377528450";"0"
"8432377528504";"0"
"8432377528511";"0"
"8432377528542";"0"
"8432377528580";"0"
"8432377528627";"0"
"8432377528665";"1"
"8432377528672";"1"
"8432377528689";"0"
"8432377528696";"0"
"8432377528702";"6"
"8432377528719";"0"
"8432377528726";"0"
"8432377528733";"0"
"8432377528740";"10"
"8432377528757";"5"
"8432377528764";"7"
"8432377528771";"0"
"8432377528788";"11"
"8432377528795";"0"
"8432377528801";"9"
"8432377528818";"8"
"8432377528825";"2"
"8432377528832";"3"
"8432377528849";"6"
"8432377528856";"6"
"8432377528870";"0"
"8432377529013";"0"
"8432377529020";"0"
"8432377529037";"0"
"8432377529044";"5"
"8432377529051";"0"
"8432377529068";"11"
"8432377529075";"11"
"8432377529082";"8"
"8432377529099";"8"
"8432377529105";"4"
"8432377529112";"0"
"8432377529129";"0"
"8432377529204";"4"
"8432377529259";"0"
"8432377529303";"5"
"8432377529457";"4"
"8432377529518";"1"
"8432377529549";"3"
"8432377529570";"11"
"8432377529662";"2"
"8432377529679";"2"
"8432377529693";"20"
"8432377529747";"1"
"8432377529754";"1"
"8432377529792";"7"
"8432377529877";"1"
"8432377529976";"6"
"8432377529983";"5"
"8432377530019";"10"
"8432377530057";"6"
"8432377530071";"2"
"8432377530101";"1"
"8432377530132";"1"
"8432377530149";"8"
"8432377530163";"1"
"8432377530170";"1"
"8432377530187";"6"
"8432377530200";"2"
"8432377530217";"2"
"8432377530316";"4"
"8432377530514";"3"
"8432377530590";"20"
"8432377531856";"20"
"8432377531863";"20"
"8432377531870";"20"
"8432377531887";"20"
"8432377531894";"20"
"8432377531962";"0"
"8432377531979";"20"
"8432377531986";"0"
"8432377531993";"0"
"8432377532174";"2"
"8432377532228";"6"
"8432377532259";"5"
"8432377532266";"10"
"8432377532280";"2"
"8432377532303";"10"
"8432377532310";"0"
"8432377532341";"1"
"8432377532358";"4"
"8432377532860";"20"
"8432377532877";"20"
"8432377532884";"16"
"8432377532891";"10"
"8432377532907";"20"
"8432377533034";"5"
"8432377533041";"0"
"8432377533058";"0"
"8432377533065";"0"
"8432377533348";"20"
"8432377533355";"13"
"8432377533379";"20"
"8432377533386";"15"
"8432377533409";"20"
"8432377533416";"20"
"8432377533423";"12"
"8432377533430";"20"
"8432377533447";"16"
"8432377533454";"14"
"8432377533461";"20"
"8432377533478";"11"
"8432377533485";"10"
"8432377533492";"16"
"8432377533508";"17"
"8432377533515";"13"
"8432377533522";"20"
"8432377533546";"4"
"8432377533553";"20"
"8432377533577";"9"
"8432377533584";"3"
"8432377533591";"6"
"8432377533607";"14"
"8432377533614";"1"
"8432377533621";"6"
"8432377533638";"13"
"8432377533683";"0"
"8432377533690";"4"
"8432377533706";"0"
"8432377533713";"1"
"8432377533720";"0"
"8432377536486";"3"
"8432377536509";"15"
"8432377536684";"20"
"8432377536707";"20"
"8432377536721";"20"
"8432377536790";"18"
"8432377536806";"18"
"8432377536912";"20"
"8432377536929";"20"
"8432377536950";"20"
"8432377536967";"18"
"8432377536981";"8"
"8432377536998";"0"
"8432377537001";"17"
"8432377537018";"20"
"8432377537025";"20"
"8432377537032";"20"
"8432377537056";"14"
"8432377537063";"20"
"8432377537070";"18"
"8432377537094";"20"
"8432377537100";"20"
"8432377537148";"6"
"8432377537155";"6"
"8432377537162";"0"
"8432377537179";"7"
"8432377537209";"20"
"8432377537216";"20"
"8432377537223";"20"
"8432377537230";"0"
"8432377537872";"7"
"8432377537896";"2"
"8432377538084";"3"
"8432377538169";"8"
"8432377538206";"11"
"8432377538275";"6"
"8432377538299";"4"
"8432377538312";"11"
"8432377538343";"13"
"8432377538534";"7"
"8432377538602";"1"
"8432377538619";"17"
"8432377538749";"3"
"8432377538770";"0"
"8432377538800";"5"
"8432377538879";"1"
"8432377538886";"4"
"8432377538893";"6"
"8432377538909";"2"
"8432377539012";"6"
"8432377539128";"7"
"8432377539135";"11"
"8432377539142";"1"
"8432377539449";"20"
"8432377539456";"9"
"8432377539463";"17"
"8432377539470";"3"
"8432377539494";"7"
"8432377539500";"5"
"8432377539517";"13"
"8432377539524";"20"
"8432377539562";"0"
"8432377541992";"5"
"8432377542043";"20"
"8432377542050";"20"
"8432377542067";"20"
"8432377542074";"20"
"8432377542081";"20"
"8432377542098";"18"
"8432377542104";"20"
"8432377542111";"16"
"8432377542128";"20"
"8432377542135";"20"
"8432377542142";"20"
"8432377542159";"11"
"8432377542166";"20"
"8432377542173";"20"
"8432377542180";"2"
"8432377542197";"20"
"8432377542210";"20"
"8432377542227";"2"
"8432377542234";"17"
"8432377542241";"20"
"8432377542258";"20"
"8432377542272";"20"
"8432377542296";"20"
"8432377542302";"20"
"8432377542319";"20"
"8432377542326";"3"
"8432377542333";"20"
"8432377542340";"8"
"8432377542357";"20"
"8432377542364";"20"
"8432377542371";"20"
"8432377542418";"14"
"8432377542425";"9"
"8432377542432";"0"
"8432377542463";"0"
"8432377542470";"11"
"8432377542487";"10"
"8432377542500";"17"
"8432377542517";"9"
"8432377542623";"18"
"8432377543439";"7"
"8432377543446";"2"
"8432377543453";"4"
"8432377543477";"0"
"8432377543507";"6"
"8432377543514";"12"
"8432377543521";"12"
"8432377543569";"2"
"8432377543576";"7"
"8432377543583";"5"
"8432377543590";"20"
"8432377543606";"20"
"8432377543620";"20"
"8432377543637";"20"
"8432377543644";"20"
"8432377543651";"20"
"8432377543668";"20"
"8432377543682";"9"
"8432377543705";"18"
"8432377543712";"4"
"8432377543736";"6"
"8432377543743";"20"
"8432377543750";"20"
"8432377543767";"20"
"8432377543804";"16"
"8432377543842";"11"
"8432377543859";"6"
"8432377543866";"1"
"8432377543873";"2"
"8432377543927";"12"
"8432377543934";"9"
"8432377543958";"20"
"8432377544016";"20"
"8432377544023";"20"
"8432377544030";"16"
"8432377544047";"20"
"8432377544054";"20"
"8432377544061";"20"
"8432377544078";"8"
"8432377544085";"0"
"8432377544092";"20"
"8432377544108";"14"
"8432377544115";"20"
"8432377544122";"16"
"8432377544139";"16"
"8432377544146";"20"
"8432377544153";"5"
"8432377544160";"18"
"8432377544177";"20"
"8432377544184";"12"
"8432377544191";"20"
"8432377544207";"20"
"8432377544221";"20"
"8432377544238";"17"
"8432377544245";"20"
"8432377544252";"20"
"8432377544269";"18"
"8432377544276";"15"
"8432377544290";"16"
"8432377544306";"15"
"8432377544313";"12"
"8432377544337";"14"
"8432377544344";"9"
"8432377544351";"7"
"8432377544375";"15"
"8432377544382";"8"
"8432377544399";"6"
"8432377544412";"5"
"8432377544429";"7"
"8432377544436";"5"
"8432377544443";"13"
"8432377544450";"13"
"8432377544467";"8"
"8432377544573";"13"
"8432377544580";"20"
"8432377544610";"2"
"8432377544627";"20"
"8432377544634";"12"
"8432377544641";"14"
"8432377544658";"20"
"8432377544665";"0"
"8432377544689";"18"
"8432377544696";"0"
"8432377544702";"1"
"8432377544719";"0"
"8432377544726";"20"
"8432377544733";"20"
"8432377544740";"20"
"8432377544757";"0"
"8432377544764";"20"
"8432377544771";"18"
"8432377544788";"20"
"8432377544801";"9"
"8432377544818";"0"
"8432377544825";"9"
"8432377544832";"6"
"8432377544849";"20"
"8432377544856";"20"
"8432377544962";"20"
"8432377544979";"20"
"8432377545006";"19"
"8432377545013";"17"
"8432377545020";"20"
"8432377545037";"4"
"8432377545044";"20"
"8432377545051";"20"
"8432377545068";"20"
"8432377545075";"17"
"8432377545082";"0"
"8432377545099";"20"
"8432377545105";"19"
"8432377545112";"14"
"8432377545129";"20"
"8432377545136";"20"
"8432377545143";"20"
"8432377545150";"20"
"8432377545167";"20"
"8432377545174";"7"
"8432377545198";"0"
"8432377545204";"20"
"8432377545211";"11"
"8432377545228";"20"
"8432377545235";"20"
"8432377545242";"20"
"8432377545358";"0"
"8432377545365";"17"
"8432377545396";"20"
"8432377545402";"0"
"8432377545419";"2"
"8432377545426";"0"
"8432377545433";"5"
"8432377545440";"0"
"8432377545457";"20"
"8432377545464";"9"
"8432377545471";"0"
"8432377545488";"20"
"8432377545495";"20"
"8432377545501";"20"
"8432377545518";"20"
"8432377545525";"20"
"8432377545532";"20"
"8432377545549";"9"
"8432377545556";"18"
"8432377545563";"9"
"8432377545587";"0"
"8432377545594";"19"
"8432377545600";"1"
"8432377545617";"20"
"8432377545624";"2"
"8432377545631";"15"
"8432377545648";"5"
"8432377545655";"11"
"8432377545662";"20"
"8432377545679";"20"
"8432377545693";"20"
"8432377545709";"20"
"8432377545716";"20"
"8432377545723";"20"
"8432377545730";"0"
"8432377545747";"20"
"8432377545754";"0"
"8432377545761";"20"
"8432377545778";"20"
"8432377545785";"0"
"8432377546331";"0"
"8432377546348";"3"
"8432377546355";"7"
"8432377546362";"5"
"8432377546379";"12"
"8432377546393";"16"
"8432377546409";"20"
"8432377546416";"4"
"8432377546423";"3"
"8432377546461";"1"
"8432377546478";"0"
"8432377546508";"188"
"8432377548991";"5"
"8432377549172";"0"
"8432377549189";"0"
"8432377549745";"0"
"8432377549844";"15"
"8432377549936";"11"
"8432377549943";"6"
"8432377549950";"18"
"8432377549967";"3"
"8432377549974";"6"
"8432377549981";"5"
"8432377549998";"2"
"8432377550000";"20"
"8432377550024";"0"
"8432377550031";"13"
"8432377550048";"11"
"8432377550062";"0"
"8432377550079";"4"
"8432377550086";"9"
"8432377550130";"20"
"8432377550147";"20"
"8432377550178";"5"
"8432377550895";"0"
"8432377551304";"6"
"8432377551366";"4"
"8432377551397";"1"
"8432377551427";"8"
"8432377551441";"2"
"8432377551649";"4"
"8432377551694";"2"
"8432377551755";"2"
"8432377551793";"1"
"8432377551816";"8"
"8432377551878";"5"
"8432377551892";"1"
"8432377551908";"16"
"8432377551939";"1"
"8432377552011";"0"
"8432377552059";"0"
"8432377552066";"0"
"8432377552097";"0"
"8432377552134";"0"
"8432377552141";"0"
"8432377552172";"0"
"8432377552189";"3"
"8432377552219";"0"
"8432377552226";"0"
"8432377553612";"20"
"8432377555746";"20"
"8432377555753";"7"
"8432377555760";"20"
"8432377555777";"4"
"8432377555784";"20"
"8432377555791";"20"
"8432377555807";"11"
"8432377555814";"8"
"8432377555821";"16"
"8432377555838";"9"
"8432377556149";"20"
"8432377556194";"20"
"8432377556200";"17"
"8432377556231";"20"
"8432377556248";"20"
"8432377556255";"18"
"8432377556262";"0"
"8432377556279";"8"
"8432377556286";"20"
"8432377556293";"20"
"8432377556347";"20"
"8432377556354";"20"
"8432377556361";"20"
"8432377556378";"20"
"8432377556385";"10"
"8432377556422";"6"
"8432377556439";"0"
"8432377556538";"20"
"8432377556545";"20"
"8432377556552";"20"
"8432377556569";"19"
"8432377556576";"20"
"8432377556583";"20"
"8432377556590";"20"
"8432377556606";"20"
"8432377556613";"20"
"8432377556620";"20"
"8432377556637";"5"
"8432377556644";"0"
"8432377556651";"18"
"8432377556668";"13"
"8432377556675";"16"
"8432377556682";"9"
"8432377556699";"4"
"8432377556705";"20"
"8432377556712";"10"
"8432377556729";"11"
"8432377556736";"20"
"8432377556743";"20"
"8432377556750";"11"
"8432377556767";"20"
"8432377556774";"5"
"8432377556781";"20"
"8432377556798";"20"
"8432377556804";"11"
"8432377556811";"2"
"8432377556828";"9"
"8432377556835";"20"
"8432377556842";"4"
"8432377556859";"4"
"8432377556866";"20"
"8432377556873";"18"
"8432377556965";"18"
"8432377556972";"20"
"8432377557009";"20"
"8432377557016";"20"
"8432377557023";"13"
"8432377557030";"0"
"8432377557047";"14"
"8432377557054";"20"
"8432377557061";"20"
"8432377557085";"8"
"8432377557092";"20"
"8432377557108";"20"
"8432377557115";"20"
"8432377557122";"10"
"8432377557139";"14"
"8432377557153";"7"
"8432377557160";"0"
"8432377557573";"16"
"8432377557863";"8"
"8432377557870";"19"
"8432377557931";"5"
"8432377557955";"11"
"8432377557986";"20"
"8432377557993";"14"
"8432377558013";"20"
"8432377558020";"12"
"8432377558037";"20"
"8432377558044";"4"
"8432377558051";"20"
"8432377558068";"0"
"8432377558075";"0"
"8432377558082";"16"
"8432377558099";"20"
"8432377558105";"20"
"8432377558112";"20"
"8432377558129";"3"
"8432377558136";"20"
"8432377558143";"20"
"8432377558150";"16"
"8432377558174";"20"
"8432377558181";"4"
"8432377558198";"14"
"8432377558204";"16"
"8432377558211";"12"
"8432377558235";"18"
"8432377558303";"1"
"8432377558310";"3"
"8432377558341";"20"
"8432377558358";"20"
"8432377558365";"20"
"8432377558372";"20"
"8432377558389";"20"
"8432377558396";"20"
"8432377559737";"20"
"8432377560146";"16"
"8432377560153";"20"
"8432377560160";"20"
"8432377560177";"20"
"8432377560184";"2"
"8432377560191";"20"
"8432377560207";"13"
"8432377560214";"20"
"8432377560221";"20"
"8432377560238";"19"
"8432377560245";"20"
"8432377560252";"16"
"8432377560269";"18"
"8432377560276";"13"
"8432377560283";"20"
"8432377560290";"20"
"8432377560306";"20"
"8432377560313";"20"
"8432377560320";"15"
"8432377560337";"20"
"8432377560344";"20"
"8432377560351";"0"
"8432377560368";"18"
"8432377560375";"17"
"8432377560382";"9"
"8432377560399";"20"
"8432377560405";"20"
"8432377560412";"7"
"8432377560429";"20"
"8432377560436";"0"
"8432377560443";"14"
"8432377560450";"20"
"8432377560467";"20"
"8432377560474";"20"
"8432377560481";"0"
"8432377560498";"20"
"8432377560504";"20"
"8432377560511";"17"
"8432377560528";"20"
"8432377560535";"20"
"8432377560542";"20"
"8432377560559";"20"
"8432377560566";"20"
"8432377560573";"20"
"8432377560580";"20"
"8432377560597";"4"
